41,51,82,64,01
47,51,84,81,01
52,47,79,69,01
45,44,75,73,01
48,46,81,60,01
48,55,83,63,01
42,51,80,76,01
42,51,80,76,01
52,49,82,72,01
46,48,82,70,01
46,51,82,71,01
49,46,83,72,01
61,51,85,73,01
45,66,81,69,01
60,53,76,61,01
48,58,75,67,01
50,52,86,75,01
49,47,86,70,01
53,48,86,81,01
47,46,84,76,01
41,56,84,75,01
44,48,84,67,01
44,49,85,67,01
45,53,80,67,01
37,53,73,60,01
43,52,75,70,02
44,47,79,78,02
37,53,85,78,02
51,48,76,77,02
45,54,76,71,02
49,50,82,71,02
61,45,83,80,02
40,55,82,80,02
51,45,79,76,02
48,46,82,82,02
64,45,81,78,02
44,46,77,76,02
53,51,80,73,02
57,50,80,80,02
55,52,83,75,02
55,56,76,79,02
52,55,76,79,02
59,54,84,84,02
45,60,84,79,02
47,59,83,75,02
57,47,76,81,02
49,47,78,81,02
49,45,78,78,02
46,48,87,72,02
54,62,76,72,02
52,45,77,83,02
51,49,80,84,02
62,51,80,73,02
52,48,86,69,02
45,50,82,73,02
49,54,82,75,02
52,48,83,77,02
52,56,79,79,02
58,44,80,75,02
48,45,81,70,02
50,43,82,82,02
54,42,82,82,02
54,47,81,76,02
48,54,78,80,02
58,57,78,78,02
64,46,79,79,02
64,46,77,81,02
54,41,76,81,02
60,51,74,78,02
53,51,76,80,02
58,51,85,81,02
64,48,85,81,02
53,41,87,80,02
54,40,85,80,02
57,46,81,83,02
63,45,82,80,02
54,47,82,79,02
55,43,83,79,02
57,46,82,76,02
61,52,87,76,02
61,36,77,81,02
61,42,75,82,02
51,42,75,77,02
51,54,86,77,02
54,43,76,79,02
58,46,81,77,02
49,53,82,79,02
59,46,81,74,02
54,42,87,80,02
55,49,80,78,02
57,52,78,82,02
57,36,85,78,02
58,37,80,82,02
55,46,81,78,02
70,37,70,81,02
56,43,69,82,02
61,37,83,81,02
70,41,75,78,02
54,37,71,78,02
52,52,72,78,02
52,53,75,77,02
52,41,74,83,02
53,41,73,79,02
59,43,80,80,02
58,38,80,75,02
56,40,85,80,02
54,37,77,77,02
61,40,71,82,03
68,54,63,79,03
66,40,69,82,03
62,43,72,76,03
60,40,75,81,03
58,52,72,81,03
54,36,72,81,03
54,39,71,74,03
56,39,71,81,03
56,37,76,75,03
56,39,67,79,03
61,39,71,76,03
61,36,79,77,03
71,36,71,75,03
71,39,69,76,03
54,42,73,79,03
57,42,72,78,03
55,39,64,80,03
55,39,70,80,03
58,36,70,80,03
53,38,70,78,03
57,38,68,77,03
56,45,67,77,03
56,42,72,77,03
58,49,72,75,03
52,41,71,76,03
49,48,72,76,03
60,43,73,79,03
60,41,74,81,03
52,40,74,81,03
59,43,72,75,03
54,43,82,79,03
59,35,71,79,03
80,61,46,52,04
83,77,37,63,04
80,57,55,63,04
80,70,34,58,04
76,61,35,66,04
81,55,54,60,04
75,56,48,75,04
83,70,45,59,04
78,68,41,59,04
74,58,48,69,04
83,67,42,78,04
75,63,42,62,04
76,67,47,75,04
78,62,48,63,04
80,63,44,68,04
76,53,51,66,04
83,51,49,62,04
85,73,59,59,04
82,68,45,62,04
87,72,58,69,04
82,63,52,61,04
81,75,43,64,04
79,67,57,69,04
89,63,50,72,04
86,67,52,65,04
80,79,51,74,04
88,67,51,66,04
82,68,55,69,04
73,61,53,73,04
78,70,57,73,04
81,59,51,69,04
82,66,48,68,04
79,60,61,66,04
85,70,55,63,04
87,68,55,72,04
86,59,52,72,04
82,64,51,64,04
74,61,55,71,04
73,64,59,75,04
82,72,48,67,04
82,66,50,68,04
81,64,51,66,04
81,65,57,66,04
81,66,59,66,04
79,64,57,69,04
72,59,57,62,04
72,67,47,68,04
80,69,57,65,04
79,67,57,63,04
79,61,57,68,04
76,66,60,64,04
79,63,63,64,04
79,63,52,66,04
74,63,55,76,04
73,68,53,76,04
77,57,59,72,04
83,64,58,71,04
85,64,61,66,04
76,64,57,66,04
74,64,62,69,04
78,62,68,69,04
81,64,59,74,04
89,64,59,70,04
80,69,56,70,04
81,62,52,70,04
78,63,51,78,04
78,61,60,78,04
74,59,67,80,04
67,63,65,80,04
73,60,58,76,04
81,65,56,73,04
87,64,61,73,04
83,63,62,75,04
87,62,53,81,04
79,62,58,81,04
70,61,53,73,04
74,69,55,73,04
74,66,66,69,04
81,56,66,66,04
81,59,66,70,04
78,59,57,69,04
75,59,55,73,04
75,61,56,73,04
73,61,59,71,04
81,59,60,80,04
81,57,57,72,04
72,72,57,70,04
72,70,56,71,04
78,54,57,71,04
78,75,61,71,04
71,75,60,75,04
71,59,60,72,04
74,59,63,79,04
67,51,63,79,04
85,56,60,72,04
85,63,58,75,04
72,57,60,75,04
69,58,65,70,04
71,51,58,78,04
76,49,58,74,04
68,47,58,60,04
66,59,58,60,04
78,59,57,79,04
81,58,59,81,04
81,62,59,74,04
81,55,55,79,04
71,60,55,80,04
74,60,61,73,04
79,51,61,59,04
77,51,71,78,04
77,47,56,70,04
68,59,58,75,04
71,60,58,79,04
71,54,68,77,04
65,54,60,77,04
65,56,75,79,04
69,56,62,86,04
69,62,58,76,04
68,56,58,75,04
68,57,61,85,04
69,63,61,79,04
69,45,71,78,04
76,55,53,74,04
67,51,53,77,04
62,47,55,77,04
60,47,63,81,04
64,51,63,84,04
64,50,62,80,04
66,42,66,79,04
60,57,60,79,04
60,43,59,70,04
57,59,60,79,04
67,49,63,75,04
71,44,63,80,04
70,48,63,80,04
65,49,63,72,04
62,50,60,73,04
60,58,68,78,04
64,47,67,76,04
71,53,62,80,04
61,43,78,76,04
64,41,72,78,04
58,49,63,78,04
59,39,72,80,04
57,35,67,76,04
63,39,67,81,04
82,72,44,57,05
85,74,52,75,05
82,69,47,58,05
75,65,37,63,05
79,66,35,53,05
80,72,46,61,05
91,67,43,48,05
83,66,49,52,05
86,63,42,56,05
78,69,52,50,05
76,63,40,56,05
73,57,40,55,05
80,60,37,53,05
82,66,41,58,05
86,63,39,59,05
86,67,42,48,05
84,59,37,55,05
85,65,37,55,05
83,75,35,55,05
82,73,41,52,05
84,67,39,60,05
79,70,45,66,05
81,67,49,51,05
85,70,51,55,05
87,65,48,69,05
85,61,35,62,05
90,64,36,60,05
87,57,35,55,05
80,63,40,50,05
83,61,43,59,05
80,66,37,51,05
83,70,42,57,05
83,67,42,51,05
81,64,34,60,05
86,74,34,59,05
86,67,37,55,05
76,62,34,63,05
89,64,34,56,05
81,69,34,63,05
84,69,36,66,05
84,75,43,56,05
84,63,39,56,05
83,63,49,64,05
83,67,52,57,05
88,70,44,54,06
84,73,40,62,06
83,73,45,54,06
83,73,43,49,06
85,70,43,64,06
91,78,46,52,06
86,81,43,53,06
86,80,51,60,06
82,68,40,59,06
85,78,45,56,06
85,82,47,61,06
85,74,53,57,06
90,77,41,49,06
86,77,46,51,06
86,81,43,58,06
85,79,57,53,06
82,79,48,53,06
83,78,44,57,06
85,73,46,46,06
89,73,50,59,06
82,77,57,49,06
87,77,50,54,06
84,79,48,49,06
89,80,49,68,06
89,75,51,48,06
89,78,53,44,06
85,79,60,48,06
76,77,51,41,06
80,77,55,51,06
86,78,46,45,06
86,78,56,42,06
84,78,41,38,06
84,76,59,45,06
84,76,57,39,06
84,79,56,46,06
81,79,50,47,06
78,75,62,39,06
88,75,54,47,07
80,76,57,48,07
86,79,51,48,07
86,79,56,52,07
87,75,50,45,07
84,74,46,55,07
85,75,51,52,07
80,75,51,56,07
84,78,57,48,07
84,77,50,51,07
86,77,54,61,07
82,78,60,49,07
83,70,52,55,07
83,75,64,51,07
82,79,63,56,07
86,71,56,57,07
80,70,55,52,07
80,73,55,58,07
82,76,51,56,07
89,75,61,55,07
84,78,51,59,07
86,80,54,57,07
84,81,53,58,07
87,76,58,61,07
79,74,71,51,07
85,77,71,66,07
73,78,61,40,08
81,81,52,36,08
78,76,55,36,08
81,76,63,42,08
81,80,47,47,08
67,73,54,47,08
70,71,57,45,08
73,78,57,47,08
71,68,54,40,08
76,79,52,39,08
71,75,63,37,08
84,80,57,42,08
80,81,52,44,08
79,76,50,43,08
73,79,52,43,08
67,77,60,38,08
66,73,57,37,08
71,77,64,43,08
73,77,57,39,08
73,79,49,44,08
80,80,50,44,08
80,76,64,40,08
62,76,54,51,08
69,76,56,35,09
69,76,55,37,09
74,69,54,34,09
63,70,57,34,09
66,69,58,37,09
75,75,55,45,09
73,67,63,48,09
69,71,67,37,09
76,70,58,44,09
69,74,68,39,09
75,77,62,46,09
78,72,61,47,09
69,74,64,43,09
67,68,71,49,09
77,71,57,38,09
80,75,63,40,09
63,70,81,47,09
62,78,62,49,09
71,72,65,53,09
73,69,68,55,09
67,80,67,60,09
75,69,68,45,09
69,74,59,51,09
69,76,68,51,09
75,74,74,59,09
68,77,67,46,09
66,69,70,50,09
66,69,61,55,09
63,71,71,53,09
62,72,64,54,09
72,78,69,69,09
73,68,68,61,09
68,64,66,60,09
60,62,70,54,09
69,78,73,52,09
68,69,75,49,09
63,62,65,55,09
63,68,75,57,09
64,72,76,62,09
75,69,67,56,09
70,72,74,57,09
59,65,72,57,09
66,66,75,57,09
72,64,75,59,09
75,64,75,56,09
69,66,67,58,09
68,64,72,60,09
62,63,68,69,09
65,69,72,63,09
63,69,71,59,09
63,74,76,69,09
65,74,70,64,09
62,67,75,69,09
60,61,71,58,09
63,70,78,59,09
63,63,73,62,09
61,74,73,60,09
58,66,85,65,09
62,65,75,62,09
59,63,78,61,09
63,67,83,65,09
76,76,76,62,09
66,66,80,69,09
57,63,75,68,09
56,68,74,69,09
71,58,79,57,09
64,57,77,68,09
66,63,83,74,09
72,65,82,66,09
58,67,77,60,09
57,75,78,72,09
55,68,78,64,09
57,60,82,61,09
63,74,79,59,09
71,62,81,70,09
62,68,77,58,09
65,69,80,54,09
62,59,82,67,09
58,68,76,59,09
58,69,81,60,09
68,61,72,60,09
51,64,79,63,09
64,67,75,75,09
61,63,78,61,09
55,63,78,66,09
57,60,77,57,09
54,58,82,74,09
67,54,79,59,09
52,61,84,55,09
60,56,83,70,09
55,61,80,63,09
54,60,85,63,09
64,64,72,64,09
53,68,87,68,09
51,55,82,62,09
52,55,75,64,09
57,62,79,57,09
61,57,87,66,09
48,58,83,64,09
50,51,82,57,09
51,49,82,66,09
56,51,79,59,09
48,60,81,63,09
45,51,82,66,09
52,60,81,61,09
43,52,81,70,09
53,63,86,61,09
44,68,87,69,09
41,52,80,63,09
50,53,75,63,09
45,51,82,64,09
48,43,83,64,09
41,43,83,66,09
42,47,80,68,09
39,53,80,61,09
80,77,51,47,10
74,78,58,41,10
80,76,56,49,10
76,77,54,57,10
79,77,55,40,10
71,77,56,47,10
78,81,58,51,10
81,78,64,55,10
79,78,64,52,10
82,71,62,54,10
65,79,61,69,10
65,75,61,50,10
71,75,55,44,10
71,78,58,44,10
80,78,63,49,10
82,80,68,55,10
76,80,62,48,10
83,79,60,55,10
75,81,71,53,10
84,78,66,46,10
80,74,67,51,10
70,78,63,46,10
83,78,60,53,10
70,78,70,51,10
84,80,65,51,10
86,79,74,53,10
76,79,56,63,10
71,78,56,46,10
77,64,49,56,11
84,67,42,62,11
82,69,39,63,11
84,56,44,62,11
81,59,46,66,11
81,65,47,67,11
82,60,41,57,11
84,61,46,61,11
75,54,43,61,11
85,73,53,59,11
81,71,45,76,11
79,66,49,61,11
87,60,54,67,11
89,67,54,68,11
82,69,52,63,11
84,66,52,65,11
82,72,50,69,11
82,68,46,61,11
81,72,52,65,11
83,65,51,62,11
